componente,ambito,concepto,porcentaje_region,pais,decl,prog,ambos,solo_decl,solo_prog,ninguno,presencia
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,PAR,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,REP,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de cambio climático,"Economía (viabilidad, verde, recursos)",37%,URU,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,ARG,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,BOL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,BRA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,CHL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,SAL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,HON,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,NIC,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,PAR,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,URU,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,Biodiversidad ,95%,VEN,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,CHL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,COL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,PAN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,ARG,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,BOL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,BRA,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,CHL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,SAL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,PAR,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,URU,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Medio ambiente-Ambiental,100%,VEN,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,BOL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,BRA,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,SAL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,HON,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,NIC,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,PAR,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,PER,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,URU,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,BOL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,BRA,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,CHL,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,COL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,SAL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,MEX,,PROG,,,SOLO PROG,,SOLO PROG
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,PAR,DECL,,,SOLO DECL,,,SOLO DECL
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,URU,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,VEN,DECL,PROG,AMBOS,,,,AMBOS
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,ARG,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,BOL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,BRA,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,CRI,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,ECU,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,SAL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,GUA,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,HON,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,MEX,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,PAR,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,URU,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Entorno natural,37%,VEN,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,ARG,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,CHL,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,GUA,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,"Recursos naturales, energéticos",89%,VEN,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,ARG,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,CRI,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,GUA,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,PAN,,,,,,NINGUNO,NINGUNO
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79%,PER,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,BRA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,CRI,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,CUB,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,NIC,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Resolución de problemas,74%,ARG,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,BOL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,PAR,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Globalización y diversidad,Interculturalidad,74%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,CRI,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,PAR,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58%,ARG,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,BOL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,BRA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,COL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,ECU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,HON,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,NIC,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Justicia,79%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,BRA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,ECU,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,HON,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,PAN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,PAR,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58%,ARG,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,COL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,CRI,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,GUA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,MEX,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Libertad,53%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,BRA,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,CRI,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,PAR,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,VEN,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Colaboración,95%,ARG,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,CUB,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,ECU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,SAL,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,No discriminación,68%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Convivencia,74%,ARG,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,BOL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,BRA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,CHL,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,CUB,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,ECU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,HON,,PROG,,,SOLO PROG,,SOLO PROG
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,PAR,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,REP,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,URU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Participación,95%,VEN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,BOL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,CHL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,SAL,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,PAR,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Creatividad,79%,ARG,,,,,,NINGUNO,NINGUNO
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,BRA,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,COL,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,CRI,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,CUB,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,ECU,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,GUA,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,HON,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,MEX,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,NIC,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,PAN,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,PER,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,REP,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,URU,DECL,PROG,AMBOS,,,,AMBOS
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Paz,79%,VEN,DECL,,,SOLO DECL,,,SOLO DECL
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Diálogo,95%,ARG,DECL,PROG,AMBOS,,,,AMBOS
