componente,ambito,concepto,porcentaje,pais,declarado,programado
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,PER,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,REP,1,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,SAL,0,1
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,URU,0,0
Educación para la ciudadanía mundial,Elementos constitutivos de la ciudadanía,Responsabilidad,84,VEN,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,ARG,0,0
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,BOL,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,BRA,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,CHL,1,0
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,COL,0,0
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,CRI,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,CUB,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,ECU,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,GUA,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,HON,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,MEX,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,NIC,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,PAN,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,PAR,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,PER,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,REP,1,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,SAL,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,URU,0,1
Educación para el desarrollo sostenible,Acciones,Riesgos de desastre,89,VEN,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,ARG,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,BOL,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,BRA,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,CHL,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,COL,1,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,CRI,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,CUB,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,ECU,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,GUA,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,HON,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,MEX,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,NIC,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,PAN,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,PAR,1,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,PER,0,0
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,REP,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,SAL,0,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,URU,1,1
Educación para el desarrollo sostenible,Contenidos de medioambiente,Salud,79,VEN,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,ARG,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,BOL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,BRA,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,CHL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,COL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,CRI,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,CUB,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,ECU,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,GUA,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,HON,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,MEX,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,NIC,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,PAN,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,PAR,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,PER,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,REP,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,SAL,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,URU,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Solidaridad,89,VEN,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,ARG,0,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,BOL,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,BRA,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,CHL,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,COL,1,0
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,CRI,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,CUB,1,0
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,ECU,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,GUA,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,HON,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,MEX,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,NIC,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,PAN,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,PAR,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,PER,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,REP,1,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,SAL,0,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,URU,0,1
Educación para el desarrollo sostenible,Acciones,Sustentabilidad-Sustentable,100,VEN,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,ARG,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,BOL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,BRA,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,CHL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,COL,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,CRI,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,CUB,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,ECU,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,GUA,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,HON,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,MEX,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,NIC,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,PAN,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,PAR,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,PER,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,REP,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,SAL,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,URU,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Tolerancia,74,VEN,1,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,ARG,0,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,BOL,0,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,BRA,1,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,CHL,0,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,COL,1,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,CRI,1,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,CUB,1,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,ECU,0,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,GUA,0,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,HON,0,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,MEX,1,1
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,NIC,0,1
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,PAN,1,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,PAR,0,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,PER,1,1
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,REP,1,1
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,SAL,0,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,URU,1,0
Educación para la ciudadanía mundial,Habilidades,Toma de decisiones,58,VEN,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,ARG,0,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,BOL,0,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,BRA,0,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,CHL,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,COL,0,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,CRI,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,CUB,0,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,ECU,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,GUA,0,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,HON,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,MEX,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,NIC,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,PAN,0,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,PAR,0,1
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,PER,1,1
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,REP,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,SAL,0,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,URU,1,0
Educación para la ciudadanía mundial,Habilidades,Uso de TIC,58,VEN,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,ARG,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,BOL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,BRA,0,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,CHL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,COL,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,CRI,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,CUB,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,ECU,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,GUA,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,HON,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,MEX,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,NIC,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,PAN,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,PAR,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,PER,1,1
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,REP,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,SAL,0,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,URU,1,0
Educación para la ciudadanía mundial,Valores sobre cómo vivir juntos,Valores,84,VEN,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,ARG,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,BOL,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,BRA,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,CHL,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,COL,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,CRI,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,CUB,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,ECU,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,GUA,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,HON,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,MEX,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,NIC,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,PAN,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,PAR,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,PER,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,REP,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,SAL,0,0
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,URU,0,1
Educación para el desarrollo sostenible,Acciones,"Verde (producción, empleo)",5,VEN,0,0
