pais,codigo,porcentaje_3grado,porcentaje_6grado,comparativo_barra,letra_magn,letra_ord,nombre_categoria,materia,ej_3grado,ej_6grado
HON,hn,29,28,Honduras,1,D,Estrategias de lectura,Lectura,"Seleccionan algunos artículos de interés para ellos a partir de lo que sugiere el título, la ilustración y la sesión en que aparecen, escriben sus hipótesis en la pizarra ","Demuestran su comprensión lectora al subrayar y sintetizar las ideas principales de los textos que leen, usando diferentes estrategias como: fichas de resumen, de cita textual, de comentario personal, de resumen parafraseado "
HON,hn,13,3,Honduras,1,B,Decodificación,Lectura,"Leen cada una de las palabras, luego las separan en sílabas. Ubican la última, penúltima y antepenúltima sílaba de dichas palabras y aprenden su nombre. Finalmente encierran en un circulito la sílaba tónica ","Atienden al sistema entonacional (tono e inflexión de voz y acento), articulación e inflexión de la voz en la lectura significativa de textos orales "
HON,hn,10,18,Honduras,1,E,Reflexión y evaluación,Lectura,"Leen el cuento y escuchan su lectura por parte de su maestro(a). Lo comentan, mientras su maestro(a) escribe sus opiniones en la pizarra ",Evalúan y emiten juicios críticos sobre las ideas expuestas en los libros que leen 
HON,hn,,16,Honduras,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,Describen la importancia del uso y manejo de las fuentes de energía como un recurso básico para el desarrollo del ser humano.
HON,hn,,27,Honduras,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,Describen las principales funciones y cuidados de los órganos que forman el sistema nervioso central.
HON,hn,,18,Honduras,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,Determinan las características del ecosistema bosque y las áreas naturales protegidas de Honduras.
HON,hn,,9,Honduras,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,"Identifican las propiedades de la luz, sonido y fenómenos lumínicos."
HON,hn,,6,Honduras,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,Describen las propiedades y características de la estructura de la materia.
HON,hn,,15,Honduras,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,Describen las características y funciones de los organelos celulares.
HON,hn,,9,Honduras,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,"Describen el origen del sistema solar, mencionando las características de los planetas y la luna."
HON,hn,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
HON,hn,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
HON,hn,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
HON,hn,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
HON,hn,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
HON,hn,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
HON,hn,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
HON,hn,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
HON,hn,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
HON,hn,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
HON,hn,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
HON,hn,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
HON,hn,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
HON,hn,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
HON,hn,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
HON,hn,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
HON,hn,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
HON,hn,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
HON,hn,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
HON,hn,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
HON,hn,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
HON,hn,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
MEX,mx,10,8,Mexico,1,A,Estadística y probabilidad,Matemáticas,"Representar e interpretar tablas de doble entrada, o pictogramas de datos cuantitativos o cualitativos recolectados en el entorno.","Leer datos contenidos en tablas y gráficas circulares, para responder diversos cuestionamientos."
MEX,mx,7,16,Mexico,1,B,Geometría,Matemáticas,"Obtener ángulos de 9° y 45°, a través del doblado de papel. Reproducción de los ángulos en papel.",Elegir un código para comunicar la ubicación de objetos en una cuadrícula.
MEX,mx,14,18,Mexico,1,C,Magnitudes y medidas,Matemáticas,"Comparar por tanteo, del peso de dos objetos y comprobación en una balanza de platillos.",Relacionar entre unidades del Sistema Internacional de Medidas y las unidades más comunes del Sistema Inglés
MEX,mx,62,55,Mexico,1,D,Número y operaciones,Matemáticas,"Relacionar la escritura de los números con cifras y su nombre, a través de su descomposición aditiva.","Calcular el tanto por ciento de cantidades mediante diversos procedimientos (aplicación de la correspondencia “por cada 1, n”, aplicación de una fracción común o decimal, uso de 1% como base)."
MEX,mx,7,3,Mexico,1,E,Patrones y álgebra,Matemáticas,"Identificar la regularidad en sucesiones con números, ascendentes o descendentes, con progresión aritmética para continuar la sucesión o encontrar términos faltantes.","Identificar y aplicar la regularidad de sucesiones con figuras, que tengan progresión aritmética o geométrica, así como sucesiones especiales."
MEX,mx,29,26,Mexico,1,B,Conocimiento sobre el código,Escritura,Puntuación convencional en la escritura de párrafos ,Acentos gráficos para distinguir palabras que introducen preguntas y uso de acentos diacríticos 
MEX,mx,16,17,Mexico,1,E,Procesos involucrados en la escritura,Escritura,Empleo de notas para apoyar la redacción de un texto propio ,Estrategias para elaborar notas 
MEX,mx,35,33,Mexico,1,C,Escritura Diversidad Textual,Escritura,Estructura de una nota periodística ,Características y función de los textos instructivos 
MEX,mx,12,17,Mexico,1,D,Morfosintaxis,Escritura,Tiempos y modos verbales empleados para reportar un suceso ,"Tiempos verbales usados en descripciones y narraciones, para crear sucesión y simultaneidad para describir acciones, pensamientos y sentimientos "
MEX,mx,7,7,Mexico,1,A,Coherencia y cohesión,Escritura,Empleo de nexos en la escritura de párrafos ,Nexos para dar coherencia a los textos 
MEX,mx,33,80,Mexico,1,C,Lectura Diversidad Textual,Lectura,Estructura de los poemas (versos y estrofas) (3° grado).,"Características del género literario (escenario, estructura, personajes y estilo de los cuentos de misterio y terror) (6° grado)."
MEX,mx,13,0,Mexico,1,A,Comprensión lectora literal e inferencial,Lectura,"Significado de metáforas, analogías y juegos de palabras en descripciones (3° grado).",No hay ejemplos en el currículo de este país.
MEX,mx,27,14,Mexico,1,D,Estrategias de lectura,Lectura,Títulos y subtítulos para anticipar el contenido de un texto (3° grado).,Estrategias para resolver ambigüedades en preguntas y respuestas 
MEX,mx,20,0,Mexico,1,B,Decodificación,Lectura,"Entonación, ritmo y modulación de la voz en la lectura en voz alta (3° grado).",No hay ejemplos en el currículo de este país.
MEX,mx,7,6,Mexico,1,E,Reflexión y evaluación,Lectura,Información relevante sobre un tema ,Diferencias y semejanzas en el tratamiento de un mismo tema 
MEX,mx,,23,Mexico,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,Practica acciones de consumo sustentable con base en la valoración de su importancia en la mejora de las condiciones naturales del ambiente y la calidad de vida.
MEX,mx,,21,Mexico,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,"Argumenta la importancia de la dieta correcta, del consumo de agua simple potable, la activación física, el descanso y el esparcimiento para promover un estilo de vida saludable."
MEX,mx,,18,Mexico,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,"Ambiente: componentes naturales –físicos y biológicos–, sociales –económicos, políticos y culturales–, y sus interacciones."
MEX,mx,,21,Mexico,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,"Describe diversas manifestaciones de energía: movimiento, luz, sonido, calor y electricidad, y sus transformaciones en el entorno."
MEX,mx,,6,Mexico,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,"Argumenta el uso de ciertos materiales con base en sus propiedades de dureza, flexibilidad y permeabilidad, con el fin de tomar decisiones sobre cuál es el más adecuado para la satisfacción de algunas necesidades."
MEX,mx,,8,Mexico,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,"Explica que los seres vivos y el medio natural han cambiado a través del tiempo, y la importancia de los fósiles en la reconstrucción de la vida en el pasado."
MEX,mx,,3,Mexico,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,Describe los componentes básicos del Universo y argumenta la importancia de las aportaciones del desarrollo técnico en su conocimiento.
MEX,mx,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
MEX,mx,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
MEX,mx,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
MEX,mx,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
MEX,mx,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
MEX,mx,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
MEX,mx,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
MEX,mx,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
MEX,mx,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
MEX,mx,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
MEX,mx,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
MEX,mx,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
MEX,mx,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
MEX,mx,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
MEX,mx,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
MEX,mx,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
MEX,mx,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
MEX,mx,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
MEX,mx,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
MEX,mx,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
MEX,mx,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
MEX,mx,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
NIC,ni,4,2,Nicaragua,1,A,Estadística y probabilidad,Matemáticas,Representa datos en tablas y gráficas.,Encuentra el número de casos posibles de una determinada situación.
NIC,ni,16,13,Nicaragua,1,B,Geometría,Matemáticas,"Identifica características y elementos en objetos que sugieren la idea del cilindro, cono, pirámide, los clasifica y modela.",Calcula la suma de los ángulos internos y el valor de un ángulo interno de un polígono.
NIC,ni,33,16,Nicaragua,1,C,Magnitudes y medidas,Matemáticas,Formula y resuelve problemas donde suma y resta con las unidades de medida de capacidad.,"Reconoce el concepto de volumen, lo representa con la unidad de volumen “el centímetro cúbico” y encuentra el volumen de objetos."
NIC,ni,47,67,Nicaragua,1,D,Número y operaciones,Matemáticas,Aplica el sistema decimal al formar los números decimales hasta las décimas y los representa en la recta numérica.,Convierte números decimales hasta las milésimas en fracciones y viceversa.
NIC,ni,0,2,Nicaragua,1,E,Patrones y álgebra,Matemáticas,No hay ejemplos en el currículo de este país.,"Resuelve problemas relacionados con los conceptos de dos cantidades directamente proporcionales, sus propiedades y representación gráfica."
NIC,ni,42,50,Nicaragua,1,B,Conocimiento sobre el código,Escritura,"- El párrafo.
- Características formales.
- Espacio entre palabras.
- Inicia con mayúscula.
- Termina con punto ","- Ortografía Acentual.
- Reglas generales de Acentuación "
NIC,ni,29,15,Nicaragua,1,E,Procesos involucrados en la escritura,Escritura,"- Escritura de anécdotas.
- Planificación del escrito.
- Organización de las ideas.
- Escritura de borradores.
- Revisión de borradores.
- Edición y versión final","El ensayo:
- Planificación del escrito.
- Organización de las ideas.
- Escritura de borradores.
- Revisión de borradores.
- Incorporación de nuevas ideas al borrador.
- Edición final "
NIC,ni,3,15,Nicaragua,1,C,Escritura Diversidad Textual,Escritura,"- Recreación de cuentos (…).
Crea de manera individual o en pareja, un breve cuento, tome en cuenta sus tres partes principales: inicio, desarrollo y fin, en el que usted sea el protagonista (…) ",Producción de textos argumentativos (…). Introducción (…). Tesis (…). Desarrollo argumentativo (…). Conclusión (…) 
NIC,ni,26,18,Nicaragua,1,D,Morfosintaxis,Escritura,Concordancia entre sujeto y predicado ,Análisis morfosintáctico del enunciado simple 
NIC,ni,0,3,Nicaragua,1,A,Coherencia y cohesión,Escritura,No hay ejemplos en el currículo de este país.,"Los conectores (…).Valorar en la expresión escrita, la coherencia de las ideas, la cohesión (…)"
NIC,ni,89,62,Nicaragua,1,C,Lectura Diversidad Textual,Lectura,"- Textos científicos.
- Textos prescriptivos (recetas de cocina) (…). Identifica las características del texto ","- Textos informativos.
- Artículos periodísticos.
- Reflexiona y comenta con su docente, que la noticia debe responder a las siguientes preguntas: ¿Qué ocurrió? ¿Cuándo ocurrió? ¿Dónde ocurrió? ¿Quiénes
intervinieron? 
- Con la mediación de su docente, infiera que los artículos periodísticos tienen el propósito de informar sobre un acontecimiento singular, de actualidad y de interés general (…) "
NIC,ni,11,38,Nicaragua,1,A,Comprensión lectora literal e inferencial,Lectura,"Desarrolla su comprensión lectora, al interpretar y analizar adecuadamente textos descriptivos (…). Comprensión Lectora.
Descripciones:
- paisajes.
- objetos.
- personas (…) ","Interpreta adecuadamente, textos descriptivos de hechos, lugares, objetos y personas (…). Comprensión Lectora.
Textos Descriptivos:
- Hechos.
- Lugares.
- Objetos.
- Personas "
NIC,ni,0,0,Nicaragua,1,D,Estrategias de lectura,Lectura,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
NIC,ni,0,0,Nicaragua,1,B,Decodificación,Lectura,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
NIC,ni,0,0,Nicaragua,1,E,Reflexión y evaluación,Lectura,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
NIC,ni,,15,Nicaragua,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,Explica el origen de los alimentos transgénicos y su impacto en la salud y el medio ambiente.
NIC,ni,,23,Nicaragua,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,Analiza las enfermedades que afectan al sistema nervioso y practica medidas de higiene para mantenerse sano.
NIC,ni,,10,Nicaragua,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,Ecosistema; Relación entre los seres vivos; Intraespecíficas; Manadas; Bandadas; Cardúmenes o bancos; Colonias (hormigas); Enjambres (abejas).
NIC,ni,,15,Nicaragua,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,Identifica las diferentes formas en que se manifiesta la energía y sus diversas utilidades prácticas en la vida.
NIC,ni,,0,Nicaragua,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
NIC,ni,,15,Nicaragua,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,"Describe características, formas de reproducción, clasificación, importancia y medidas de protección de la plantas gimnospermas."
NIC,ni,,23,Nicaragua,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,Explica algunas teorías acerca del origen del Universo.
NIC,ni,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
NIC,ni,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
NIC,ni,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
NIC,ni,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
NIC,ni,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
NIC,ni,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
NIC,ni,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
NIC,ni,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
NIC,ni,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
NIC,ni,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
NIC,ni,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
NIC,ni,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
NIC,ni,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
NIC,ni,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
NIC,ni,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
NIC,ni,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
NIC,ni,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
NIC,ni,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
NIC,ni,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
NIC,ni,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
NIC,ni,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
NIC,ni,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
PAN,pa,6,12,Panama,1,A,Estadística y probabilidad,Matemáticas,Lectura e interpretación de gráficas de barras verticales y horizontales.,Utilización de la probabilidad como una razón geométrica entre los sucesos posibles y favorables.
PAN,pa,25,7,Panama,1,B,Geometría,Matemáticas,Utilización de transportador para medir ángulo en figuras y objetos.,Representación del triángulo rectángulo y sus elementos.  
PAN,pa,12,26,Panama,1,C,Magnitudes y medidas,Matemáticas,Comparación entre las unidades de medidas de longitud.,Identificación y determinación de múltiplos y submúltiplos del metro cuadrado.
PAN,pa,58,50,Panama,1,D,Número y operaciones,Matemáticas,Composición y descomposición de los números del 1 hasta 1 .,Deducción del origen de los números enteros.
PAN,pa,0,5,Panama,1,E,Patrones y álgebra,Matemáticas,No hay ejemplos en el currículo de este país.,Utilización de la probabilidad como una razón geométrica entre los sucesos posibles y favorables.
PAN,pa,21,22,Panama,1,B,Conocimiento sobre el código,Escritura,"Signos de puntuación:
- la coma
- los dos puntos
- la diéresis ","Palabras homófonas: 
- ¡Ay!, hay, ahí
- Halla, haya, allá, aya 
- Hecho, echo; 
- A, ha, ¡ah!, e, he "
PAN,pa,7,2,Panama,1,E,Procesos involucrados en la escritura,Escritura,Estructura de la encuesta (…). Procedimiento de elaboración (…) de la encuesta (…). Cuidado en el desarrollo de los pasos de elaboración de la encuesta (…) ,El texto narrativo. Procedimiento de construcción del texto narrativo. Corrección en la construcción del texto narrativo y respeto por las ideas ajenas (…) 
PAN,pa,45,32,Panama,1,C,Escritura Diversidad Textual,Escritura,"La carta 
- Estructura
- Tipos 
   *Familiares
   *Personales ","Las cartas
- Partes de las cartas
- Tipos de cartas: personales, de felicitación, comerciales, de presentación o social "
PAN,pa,24,37,Panama,1,D,Morfosintaxis,Escritura,"El adjetivo en la producción textual: 
- Concepto
- Clasificación
- Calificativo
- Accidentes gramaticales
- Género
- Número ","Estructuras gramaticales: 
- Unimembres 
    - Concepto
    - Características
- Bimembres
     - Concepto
     - Características "
PAN,pa,3,7,Panama,1,A,Coherencia y cohesión,Escritura,"La carta (…). Seguridad, precisión y unidad en la redacción de la carta (…) ",Los conectores (…).Preocupación por utilizar correctamente los conectores en la unidad del texto 
PAN,pa,44,44,Panama,1,C,Lectura Diversidad Textual,Lectura,"Textos normativos
- Instrucciones (manuales)
- Relatos
- Normas
- Reglamento (leyes)
- Manuales. Investigación sobre la estructura de los diferentes textos a estudiar (…)","4.2.Textos explicativos
- Concepto
- Características
- Clasificación (…). Reconocimiento de las características del texto explicativo.
- Identificación del patrón del texto explicativo.
- Clasificación del texto explicativo (…) "
PAN,pa,19,16,Panama,1,A,Comprensión lectora literal e inferencial,Lectura,"Lectura de diferentes textos (…):
*Descomposición del texto.
*Ideas principales
*Ideas secundarias
*Jerarquización
*Identificación de personajes.
*Identificación de tema y subtema
*Identificación del argumento (…) ","La fábula (…). 
- Reconocimiento del conflicto.
- Inferencia del tema.
- Interpretación de la moraleja (…) "
PAN,pa,19,16,Panama,1,D,Estrategias de lectura,Lectura,"Lectura de diferentes textos:
- Vocabulario clave
- Elementos paratextuales (externos del texto)
- Estructura del texto
- Análisis título
- Tipo de texto (literarios- no literarios).
- Elementos intertextuales (internos del texto)
- textos paralelos:
(resumen, mapas conceptuales, esquemas, otros).
- textos literarios ",Textos no literarios (…). Autoevalúa y regula constantemente su actividad lectora y comparte sus logros de comprensión lectora con sus compañeros 
PAN,pa,6,3,Panama,1,B,Decodificación,Lectura,(…) Lectura de textos con las pausas correspondientes al signo indicado (…) ,(…) Lectura de diferentes textos dándoles la entonación correspondiente (…)
PAN,pa,12,22,Panama,1,E,Reflexión y evaluación,Lectura,Textos publicitarios (…). Critica la calidad de los textos publicitarios que ofrece el mercado de productos infantiles ,Medios de comunicación de masas (…). Valoración acerca de las informaciones de medios de comunicación de masas 
PAN,pa,,21,Panama,1,A,"Ciencia, tecnología y sociedad",Ciencias,No hay ejemplos en el currículo de este país.,"Argumentación sobre las causas y efectos, negativos y positivos que provoca la intervención del hombre al ecosistema"
PAN,pa,,38,Panama,1,B,Cuerpo humano y salud,Ciencias,No hay ejemplos en el currículo de este país.,"Demostración de las diversas sensaciones táctiles, visuales gustativas y de reflejo."
PAN,pa,,8,Panama,1,C,Ecología y medioambiente,Ciencias,No hay ejemplos en el currículo de este país.,Establecimiento de las diferencias de los diferentes ecosistemas y la diversidad biológica.
PAN,pa,,4,Panama,1,D,La energía y sus manifestaciones,Ciencias,No hay ejemplos en el currículo de este país.,Diferenciación entre la naturaleza de la luz corpuscular y ondulatoria; Experimentación sobre la propagación de la luz y captación de colores.
PAN,pa,,4,Panama,1,E,La materia y sus transformaciones,Ciencias,No hay ejemplos en el currículo de este país.,"Los combustibles fósiles, fuentes de energía; El petróleo y sus derivados (gas, gasolina, kerosene, carbón de piedra): Sintetiza el proceso de transformación de la materia orgánica en combustibles fósiles."
PAN,pa,,4,Panama,1,G,Seres vivos,Ciencias,No hay ejemplos en el currículo de este país.,Establecimiento de comparaciones entre la célula vegetal y la animal resaltando los organelos que las diferencian.
PAN,pa,,21,Panama,1,F,La tierra y el universo,Ciencias,No hay ejemplos en el currículo de este país.,"Diferenciación entre las capas de la bajas, de la atmósfera y las superficiales."
PAN,pa,9,9,Promedio América Latina,1,A,Estadística y probabilidad,Matemáticas,,
PAN,pa,21,23,Promedio América Latina,1,B,Geometría,Matemáticas,,
PAN,pa,22,18,Promedio América Latina,1,C,Magnitudes y medidas,Matemáticas,,
PAN,pa,43,47,Promedio América Latina,1,D,Número y operaciones,Matemáticas,,
PAN,pa,5,4,Promedio América Latina,1,E,Patrones y álgebra,Matemáticas,,
PAN,pa,29,29,Promedio América Latina,1,B,Conocimiento sobre el código,Escritura,,
PAN,pa,26,23,Promedio América Latina,1,E,Procesos involucrados en la escritura,Escritura,,
PAN,pa,21,23,Promedio América Latina,1,C,Escritura Diversidad Textual,Escritura,,
PAN,pa,15,15,Promedio América Latina,1,D,Morfosintaxis,Escritura,,
PAN,pa,9,9,Promedio América Latina,1,A,Coherencia y cohesión,Escritura,,
PAN,pa,34,39,Promedio América Latina,1,C,Lectura Diversidad Textual,Lectura,,
PAN,pa,27,23,Promedio América Latina,1,A,Comprensión lectora literal e inferencial,Lectura,,
PAN,pa,20,19,Promedio América Latina,1,D,Estrategias de lectura,Lectura,,
PAN,pa,11,4,Promedio América Latina,1,B,Decodificación,Lectura,,
PAN,pa,8,14,Promedio América Latina,1,E,Reflexión y evaluación,Lectura,,
PAN,pa,,17,Promedio América Latina,1,A,"Ciencia, tecnología y sociedad",Ciencias,,
PAN,pa,,23,Promedio América Latina,1,B,Cuerpo humano y salud,Ciencias,,
PAN,pa,,12,Promedio América Latina,1,C,Ecología y medioambiente,Ciencias,,
PAN,pa,,11,Promedio América Latina,1,D,La energía y sus manifestaciones,Ciencias,,
PAN,pa,,7,Promedio América Latina,1,E,La materia y sus transformaciones,Ciencias,,
PAN,pa,,13,Promedio América Latina,1,G,Seres vivos,Ciencias,,
PAN,pa,,17,Promedio América Latina,1,F,La tierra y el universo,Ciencias,,
PAR,py,21,10,Paraguay,1,A,Estadística y probabilidad,Matemáticas,Concepto de frecuencia como número de veces que se repite un dato.,Interpreta tablas y gráficos estadísticos
PAR,py,5,13,Paraguay,1,B,Geometría,Matemáticas,Figuras geométricas planas: triángulos y cuadriláteros.,Utiliza conceptos y elementos básicos de la geometría para resolver problemas matemáticos y no matemáticos.
PAR,py,18,40,Paraguay,1,C,Magnitudes y medidas,Matemáticas,Relaciones de equivalencia entre las unidades de medida de tiempo: hora – minutos - segundos.,"Relaciones de equivalencia entre múltiplos y submúltiplos de las unidades de medidas de longitud, masa y tiempo."
PAR,py,51,37,Paraguay,1,D,Número y operaciones,Matemáticas,Formula el enunciado de una situación problemática utilizando números naturales hasta una centena de mil.,"Lee y escribe comprensivamente números racionales en notación fraccionaria y decimal, hasta los millonésimos."
PAR,py,5,0,Paraguay,1,E,Patrones y álgebra,Matemáticas,Operaciones de unión e intersección de conjuntos.,No hay ejemplos en el currículo de este país.
PAR,py,53,33,Paraguay,1,B,Conocimiento sobre el código,Escritura,"Aplica normas acerca del uso de: Las letras; Las mayúsculas; La tilde en palabras agudas, llanas y esdrújulas, en el caso del castellano; La tilde y la marca de nasalidad, en el caso del guaraní;  Los signos de puntuación ","Aplica en la producción de textos escritos normas de uso de: letras mayúsculas y minúsculas, tilde en diferentes casos, signos de puntuación y otros signos auxiliares "
PAR,py,0,17,Paraguay,1,E,Procesos involucrados en la escritura,Escritura,No hay ejemplos en el currículo de este país.,"Aplica normas básicas de producción textual: respeto de márgenes, uso de sangría (optativo), espacio entre párrafos, letra legible, pulcritud en la presentación del texto "
PAR,py,16,13,Paraguay,1,C,Escritura Diversidad Textual,Escritura,"Redacta esquelas, tarjetas, adivinanzas, poemas, acrósticos, diálogos, descripciones (personas, personajes de textos, paisajes, animales, plantas, objetos y situaciones) y narraciones breves, teniendo en cuenta la estructura de cada tipo de texto ","Redacta notas, cartas y una variedad de mensajes que respondan a sus necesidades comunicativas usuales "
PAR,py,26,17,Paraguay,1,D,Morfosintaxis,Escritura,Aplica nociones básicas de concordancia de género y número ,Utiliza adecuadamente las preposiciones 
PAR,py,5,21,Paraguay,1,A,Coherencia y cohesión,Escritura,Expresa sus ideas con secuencia y orden lógico ,"Aplica normas de coherencia textual en su producción escrita: orden de la información, no contradicción, encadenamiento lógico de las ideas "
PAR,py,21,43,Paraguay,1,C,Lectura Diversidad Textual,Lectura,"Reconoce los diferentes momentos significativos de las narraciones: comienzo, desarrollo y final ","Identifica rasgos propios de los diferentes tipos de textos escritos: publicitarios, instruccionales, literarios, científicos, informativos, argumentativos "
PAR,py,49,25,Paraguay,1,A,Comprensión lectora literal e inferencial,Lectura,Reconoce el contenido del texto: Temas; Ideas: principales y secundarias ,Establece relaciones de causa-efecto entre distintos hechos que aparecen en los textos leídos 
PAR,py,12,11,Paraguay,1,D,Estrategias de lectura,Lectura,Anticipa el posible contenido del texto a partir de datos que se le facilitan ,"Aplica técnicas básicas para procesar la información: resumen, síntesis, y esquema "
